country_iso3,country_name,year,EMRI_Score,Market_Readiness_Tier,Layers_Passed,Layer1_Pass,Layer2_Pass,Layer3_Pass
BMU,Bermuda,2018,92.67150864532528,Tier_2_Good,2,True,True,False
BMU,Bermuda,2019,93.18386520663908,Tier_2_Good,2,True,True,False
BMU,Bermuda,2020,92.71624666102963,Tier_2_Good,2,True,True,False
BMU,Bermuda,2021,90.96520284923191,Tier_2_Good,2,True,True,False
BMU,Bermuda,2022,92.07023386269829,Tier_2_Good,2,True,True,False
BOL,Bolivia,2018,49.234738949688435,Tier_4_Low,0,False,False,False
BOL,Bolivia,2019,50.86827979184589,Tier_4_Low,0,False,False,False
BOL,Bolivia,2020,52.90983481165519,Tier_4_Low,0,False,False,False
BOL,Bolivia,2021,56.105470874468914,Tier_4_Low,0,False,False,False
BOL,Bolivia,2022,58.35517625459752,Tier_3_Moderate,1,True,False,False
BRA,Brazil,2018,64.34825978936254,Tier_2_Good,2,True,True,False
BRA,Brazil,2019,65.31602968208895,Tier_2_Good,2,True,True,False
BRA,Brazil,2020,65.18121669256816,Tier_2_Good,2,True,True,False
BRA,Brazil,2021,65.77708876390854,Tier_2_Good,2,True,True,False
BRA,Brazil,2022,66.70157229126751,Tier_2_Good,2,True,True,False
BRB,Barbados,2018,66.38204127366669,Tier_2_Good,2,True,True,False
BRB,Barbados,2019,66.4728463972959,Tier_2_Good,2,True,True,False
BRB,Barbados,2020,65.28673874004072,Tier_2_Good,2,True,True,False
BRB,Barbados,2021,65.6626466388827,Tier_2_Good,2,True,True,False
BRB,Barbados,2022,67.11803511110588,Tier_2_Good,2,True,True,False
BRN,Brunei Darussalam,2018,77.79478757466902,Tier_2_Good,2,True,True,False
BRN,Brunei Darussalam,2019,77.70775896548886,Tier_2_Good,2,True,True,False
BRN,Brunei Darussalam,2020,77.40204817509397,Tier_2_Good,2,True,True,False
BRN,Brunei Darussalam,2021,78.23715317270465,Tier_2_Good,2,True,True,False
BRN,Brunei Darussalam,2022,79.22200005485033,Tier_2_Good,2,True,True,False
BTN,Bhutan,2018,46.15350756170214,Tier_4_Low,0,False,False,False
BTN,Bhutan,2019,50.25694596228182,Tier_4_Low,0,False,False,False
BTN,Bhutan,2020,50.56147188090346,Tier_4_Low,0,False,False,False
BTN,Bhutan,2021,53.94637168725227,Tier_4_Low,0,False,False,False
BTN,Bhutan,2022,53.648420721009586,Tier_4_Low,0,False,False,False
BWA,Botswana,2018,52.6387513667347,,1,False,True,False
BWA,Botswana,2019,53.739193213757325,,1,False,True,False
BWA,Botswana,2020,53.311874644409315,,1,False,True,False
BWA,Botswana,2021,55.76195598323788,,1,False,True,False
BWA,Botswana,2022,57.31662201809996,,1,False,True,False
CAF,Central African Republic,2018,18.129238254696624,Tier_4_Low,0,False,False,False
CAF,Central African Republic,2019,19.026589683885735,Tier_4_Low,0,False,False,False
CAF,Central African Republic,2020,26.28463494272168,Tier_4_Low,0,False,False,False
CAF,Central African Republic,2021,27.865489976896857,Tier_4_Low,0,False,False,False
CAF,Central African Republic,2022,21.246331093056977,Tier_4_Low,0,False,False,False
CAN,Canada,2018,82.50256359028154,Tier_2_Good,2,True,True,False
CAN,Canada,2019,81.96157764578179,Tier_2_Good,2,True,True,False
CAN,Canada,2020,81.40737188447957,Tier_2_Good,2,True,True,False
CAN,Canada,2021,83.18890863783744,Tier_2_Good,2,True,True,False
CAN,Canada,2022,83.86079247361512,Tier_2_Good,2,True,True,False
CEB,Central Europe and the Baltics,2018,64.14238705461787,Tier_2_Good,2,True,True,False
CEB,Central Europe and the Baltics,2019,65.87745284142434,Tier_2_Good,2,True,True,False
CEB,Central Europe and the Baltics,2020,66.57890186728201,Tier_2_Good,2,True,True,False
CEB,Central Europe and the Baltics,2021,67.23829595068922,Tier_2_Good,2,True,True,False
CEB,Central Europe and the Baltics,2022,67.87080621736483,Tier_2_Good,2,True,True,False
CHE,Switzerland,2018,86.11797594287809,Tier_2_Good,2,True,True,False
CHE,Switzerland,2019,86.7271944194417,Tier_2_Good,2,True,True,False
CHE,Switzerland,2020,87.28556976877046,Tier_2_Good,2,True,True,False
CHE,Switzerland,2021,88.5829076940495,Tier_2_Good,2,True,True,False
CHE,Switzerland,2022,89.1362434902866,Tier_2_Good,2,True,True,False
CHI,Channel Islands,2018,63.89538425672831,,1,False,True,False
CHI,Channel Islands,2019,64.78102901357818,,1,False,True,False
CHI,Channel Islands,2020,68.53807465188429,,1,False,True,False
CHI,Channel Islands,2021,74.18963392003,,1,False,True,False
CHI,Channel Islands,2022,73.63148642114362,,1,False,True,False
CHL,Chile,2018,71.7237254016783,Tier_2_Good,2,True,True,False
CHL,Chile,2019,71.57300986077797,Tier_2_Good,2,True,True,False
CHL,Chile,2020,70.48496447962088,,1,False,True,False
CHL,Chile,2021,72.67918066015861,,1,False,True,False
CHL,Chile,2022,73.65667670136314,Tier_2_Good,2,True,True,False
CHN,China,2018,59.89669614682056,,1,False,True,False
CHN,China,2019,60.120974748256586,,1,False,True,False
CHN,China,2020,61.811221823718114,Tier_2_Good,2,True,True,False
CHN,China,2021,64.20856260640929,Tier_2_Good,2,True,True,False
CHN,China,2022,65.12319605669751,Tier_2_Good,2,True,True,False
CIV,Côte d'Ivoire,2018,38.43489300525852,Tier_4_Low,0,False,False,False
CIV,Côte d'Ivoire,2019,38.317185061756255,Tier_4_Low,0,False,False,False
CIV,Côte d'Ivoire,2020,38.43994101893154,Tier_4_Low,0,False,False,False
CIV,Côte d'Ivoire,2021,39.43629213487656,Tier_4_Low,0,False,False,False
CIV,Côte d'Ivoire,2022,40.346963832505544,Tier_4_Low,0,False,False,False
CMR,Cameroon,2018,35.377657049937476,Tier_4_Low,0,False,False,False
CMR,Cameroon,2019,37.00818420245489,Tier_4_Low,0,False,False,False
CMR,Cameroon,2020,37.068845582315994,Tier_4_Low,0,False,False,False
CMR,Cameroon,2021,37.75081224827379,Tier_4_Low,0,False,False,False
CMR,Cameroon,2022,38.07795132216261,Tier_4_Low,0,False,False,False
COD,Democratic Republic of the Congo,2018,19.98218392234481,Tier_4_Low,0,False,False,False
COD,Democratic Republic of the Congo,2019,20.261983093828704,Tier_4_Low,0,False,False,False
COD,Democratic Republic of the Congo,2020,20.634237676824046,Tier_4_Low,0,False,False,False
COD,Democratic Republic of the Congo,2021,22.298295930173794,Tier_4_Low,0,False,False,False
COD,Democratic Republic of the Congo,2022,24.02614948915749,Tier_4_Low,0,False,False,False
COG,Congo,2018,36.18800703674242,Tier_4_Low,0,False,False,False
COG,Congo,2019,37.2153231895461,Tier_4_Low,0,False,False,False
COG,Congo,2020,37.580021443551956,Tier_4_Low,0,False,False,False
COG,Congo,2021,40.36562988066901,Tier_4_Low,0,False,False,False
COG,Congo,2022,43.839739214437834,Tier_4_Low,0,False,False,False
COL,Colombia,2018,58.301687870728514,,1,False,True,False
COL,Colombia,2019,58.41134682749839,,1,False,True,False
COL,Colombia,2020,58.34214711827687,Tier_2_Good,2,True,True,False
COL,Colombia,2021,60.160024687273555,Tier_2_Good,2,True,True,False
COL,Colombia,2022,60.4539207479891,Tier_2_Good,2,True,True,False
COM,Comoros,2018,31.08189868103501,Tier_4_Low,0,False,False,False
COM,Comoros,2019,25.411370501048943,Tier_4_Low,0,False,False,False
COM,Comoros,2020,27.25514498229852,Tier_4_Low,0,False,False,False
COM,Comoros,2021,29.967943440446994,Tier_4_Low,0,False,False,False
COM,Comoros,2022,30.026379107759563,Tier_4_Low,0,False,False,False
CPV,Cabo Verde,2018,51.855235644325994,Tier_4_Low,0,False,False,False
CPV,Cabo Verde,2019,53.34406288342412,Tier_4_Low,0,False,False,False
CPV,Cabo Verde,2020,53.40102831937176,Tier_4_Low,0,False,False,False
CPV,Cabo Verde,2021,54.776654343934226,Tier_4_Low,0,False,False,False
CPV,Cabo Verde,2022,56.93245107140872,Tier_3_Moderate,1,True,False,False
CRI,Costa Rica,2018,64.70964382184009,Tier_2_Good,2,True,True,False
CRI,Costa Rica,2019,67.48182674101187,Tier_2_Good,2,True,True,False
CRI,Costa Rica,2020,66.55735533160852,Tier_2_Good,2,True,True,False
CRI,Costa Rica,2021,67.83870550500409,Tier_2_Good,2,True,True,False
CRI,Costa Rica,2022,68.27568374319348,Tier_2_Good,2,True,True,False
CSS,Caribbean small states,2018,59.23871934962989,,1,False,True,False
CSS,Caribbean small states,2019,60.35057380536076,,1,False,True,False
CSS,Caribbean small states,2020,59.458857734793234,,1,False,True,False
CSS,Caribbean small states,2021,61.5494763872579,,1,False,True,False
CSS,Caribbean small states,2022,63.945317628701666,,1,False,True,False
CUB,Cuba,2018,58.95840573534572,,1,False,True,False
CUB,Cuba,2019,60.60378958403287,,1,False,True,False
CUB,Cuba,2020,61.3949250737914,,1,False,True,False
CUB,Cuba,2021,61.071120472773465,,1,False,True,False
CUB,Cuba,2022,60.011695960174556,,1,False,True,False
CUW,Curacao,2018,72.35902527871767,Tier_2_Good,2,True,True,False
CUW,Curacao,2019,73.14202710890473,Tier_2_Good,2,True,True,False
CUW,Curacao,2020,71.99175190806011,,1,False,True,False
CUW,Curacao,2021,73.2293048919858,,1,False,True,False
CUW,Curacao,2022,75.41164564525019,Tier_2_Good,2,True,True,False
CYM,Cayman Islands,2018,88.89052084326572,Tier_2_Good,2,True,True,False
CYM,Cayman Islands,2019,89.32978407610364,Tier_2_Good,2,True,True,False
CYM,Cayman Islands,2020,89.26391687110956,Tier_2_Good,2,True,True,False
CYM,Cayman Islands,2021,91.42579399246058,Tier_2_Good,2,True,True,False
CYM,Cayman Islands,2022,91.17471493177561,Tier_2_Good,2,True,True,False
CYP,Cyprus,2018,73.37866270982634,Tier_2_Good,2,True,True,False
CYP,Cyprus,2019,74.03278188026313,Tier_2_Good,2,True,True,False
CYP,Cyprus,2020,74.77631102448355,Tier_2_Good,2,True,True,False
CYP,Cyprus,2021,75.78340030490922,Tier_2_Good,2,True,True,False
CYP,Cyprus,2022,75.99117730988596,Tier_2_Good,2,True,True,False
CZE,Czechia,2018,70.81111520832218,Tier_2_Good,2,True,True,False
CZE,Czechia,2019,71.16108843035319,Tier_2_Good,2,True,True,False
CZE,Czechia,2020,71.03059468674343,Tier_2_Good,2,True,True,False
CZE,Czechia,2021,72.52112006658476,Tier_2_Good,2,True,True,False
CZE,Czechia,2022,73.40919156201835,Tier_2_Good,2,True,True,False
DEU,Germany,2018,80.176338660315,Tier_2_Good,2,True,True,False
DEU,Germany,2019,80.57082102623565,Tier_2_Good,2,True,True,False
DEU,Germany,2020,80.81150002230645,Tier_2_Good,2,True,True,False
DEU,Germany,2021,81.94170910226154,Tier_2_Good,2,True,True,False
DEU,Germany,2022,82.10608760092835,Tier_2_Good,2,True,True,False
DJI,Djibouti,2018,44.196446914040834,Tier_4_Low,0,False,False,False
DJI,Djibouti,2019,45.03804216752722,Tier_4_Low,0,False,False,False
DJI,Djibouti,2020,45.44057020182792,Tier_4_Low,0,False,False,False
DJI,Djibouti,2021,46.41622798500404,Tier_4_Low,0,False,False,False
DJI,Djibouti,2022,47.61160621009668,Tier_4_Low,0,False,False,False
DMA,Dominica,2018,59.56473670270252,,1,False,True,False
DMA,Dominica,2019,61.749006617825096,Tier_2_Good,2,True,True,False
DMA,Dominica,2020,60.904042002396395,,1,False,True,False
DMA,Dominica,2021,62.52806243146388,Tier_2_Good,2,True,True,False
DMA,Dominica,2022,63.48491159867389,,1,False,True,False
DNK,Denmark,2018,86.11569504410193,Tier_2_Good,2,True,True,False
DNK,Denmark,2019,86.36644958444968,Tier_2_Good,2,True,True,False
DNK,Denmark,2020,86.04067375566797,Tier_2_Good,2,True,True,False
DNK,Denmark,2021,87.56771690299249,Tier_2_Good,2,True,True,False
DNK,Denmark,2022,87.52968930017164,Tier_2_Good,2,True,True,False
DOM,Dominican Republic,2018,61.30019839830679,Tier_2_Good,2,True,True,False
DOM,Dominican Republic,2019,63.1337721264493,Tier_2_Good,2,True,True,False
DOM,Dominican Republic,2020,61.98632533226756,,1,False,True,False
DOM,Dominican Republic,2021,64.53964078437552,Tier_2_Good,2,True,True,False
DOM,Dominican Republic,2022,64.46259229809505,Tier_2_Good,2,True,True,False
DZA,Algeria,2018,45.649714878326364,Tier_4_Low,0,False,False,False
DZA,Algeria,2019,47.43905407213722,Tier_4_Low,0,False,False,False
DZA,Algeria,2020,48.295718820827844,Tier_4_Low,0,False,False,False
DZA,Algeria,2021,51.21324334967143,Tier_4_Low,0,False,False,False
DZA,Algeria,2022,53.04086001990415,Tier_4_Low,0,False,False,False
EAP,East Asia & Pacific (excluding high income),2018,55.69565526410682,,1,False,True,False
EAP,East Asia & Pacific (excluding high income),2019,57.51876285241841,,1,False,True,False
EAP,East Asia & Pacific (excluding high income),2020,59.684602727304785,Tier_2_Good,2,True,True,False
EAP,East Asia & Pacific (excluding high income),2021,62.463229070485156,Tier_2_Good,2,True,True,False
EAP,East Asia & Pacific (excluding high income),2022,63.885171120446394,Tier_2_Good,2,True,True,False
EAR,Early-demographic dividend,2018,45.311457654009125,Tier_4_Low,0,False,False,False
EAR,Early-demographic dividend,2019,43.00778833775329,Tier_4_Low,0,False,False,False
EAR,Early-demographic dividend,2020,45.04928166751175,Tier_4_Low,0,False,False,False
EAR,Early-demographic dividend,2021,47.83165252055679,Tier_4_Low,0,False,False,False
EAR,Early-demographic dividend,2022,48.31805958128647,Tier_4_Low,0,False,False,False
EAS,East Asia & Pacific,2018,59.74385290597775,,1,False,True,False
EAS,East Asia & Pacific,2019,61.35065753000458,,1,False,True,False
EAS,East Asia & Pacific,2020,63.063308574100304,Tier_2_Good,2,True,True,False
EAS,East Asia & Pacific,2021,65.484072473464,Tier_2_Good,2,True,True,False
EAS,East Asia & Pacific,2022,66.61675482517369,Tier_2_Good,2,True,True,False
ECA,Europe & Central Asia (excluding high income),2018,55.19799573261248,,1,False,True,False
ECA,Europe & Central Asia (excluding high income),2019,56.45460416820005,,1,False,True,False
ECA,Europe & Central Asia (excluding high income),2020,57.07610412559082,,1,False,True,False
ECA,Europe & Central Asia (excluding high income),2021,59.274469358059676,,1,False,True,False
ECA,Europe & Central Asia (excluding high income),2022,60.63967689889634,,1,False,True,False
ECS,Europe & Central Asia,2018,70.82555199860018,Tier_2_Good,2,True,True,False
ECS,Europe & Central Asia,2019,71.5056396938047,Tier_2_Good,2,True,True,False
ECS,Europe & Central Asia,2020,71.92296010284574,Tier_2_Good,2,True,True,False
ECS,Europe & Central Asia,2021,73.68225720794815,Tier_2_Good,2,True,True,False
ECS,Europe & Central Asia,2022,74.48175487972934,Tier_2_Good,2,True,True,False
ECU,Ecuador,2018,53.73099542617683,,1,False,True,False
ECU,Ecuador,2019,54.09731032027214,,1,False,True,False
ECU,Ecuador,2020,55.40479073694802,Tier_2_Good,2,True,True,False
ECU,Ecuador,2021,56.51178734257887,Tier_2_Good,2,True,True,False
ECU,Ecuador,2022,57.28338143416486,Tier_2_Good,2,True,True,False
EGY,Egypt,2018,36.131184923131464,Tier_4_Low,0,False,False,False
EGY,Egypt,2019,39.10915043562096,Tier_4_Low,0,False,False,False
EGY,Egypt,2020,43.85702831375555,Tier_4_Low,0,False,False,False
EGY,Egypt,2021,44.93202388084767,Tier_4_Low,0,False,False,False
EGY,Egypt,2022,45.86990121837867,Tier_4_Low,0,False,False,False
EMU,Euro area,2018,77.5060055228297,Tier_2_Good,2,True,True,False
EMU,Euro area,2019,78.09564952667094,Tier_2_Good,2,True,True,False
EMU,Euro area,2020,77.77377515448283,Tier_2_Good,2,True,True,False
EMU,Euro area,2021,79.17180038992184,Tier_2_Good,2,True,True,False
EMU,Euro area,2022,78.8664765926241,Tier_2_Good,2,True,True,False
ERI,Eritrea,2018,46.24333196965637,,1,False,True,False
ERI,Eritrea,2019,47.22776015373244,,1,False,True,False
ERI,Eritrea,2020,47.42317717106637,,1,False,True,False
ERI,Eritrea,2021,59.878035146026626,,1,False,True,False
ERI,Eritrea,2022,58.88213237981494,,1,False,True,False
ESP,Spain,2018,75.60985222042433,Tier_2_Good,2,True,True,False
ESP,Spain,2019,76.87267517822556,Tier_2_Good,2,True,True,False
ESP,Spain,2020,76.65638929220637,Tier_2_Good,2,True,True,False
ESP,Spain,2021,77.8584085024318,Tier_2_Good,2,True,True,False
ESP,Spain,2022,78.2589637061701,Tier_2_Good,2,True,True,False
EST,Estonia,2018,73.1850951975439,Tier_2_Good,2,True,True,False
EST,Estonia,2019,73.84128627321002,Tier_2_Good,2,True,True,False
EST,Estonia,2020,73.5619970288545,Tier_2_Good,2,True,True,False
EST,Estonia,2021,75.2177846607891,Tier_2_Good,2,True,True,False
EST,Estonia,2022,75.91559709488106,Tier_2_Good,2,True,True,False
ETH,Ethiopia,2018,20.56232585678395,Tier_4_Low,0,False,False,False
ETH,Ethiopia,2019,20.962005279301543,Tier_4_Low,0,False,False,False
ETH,Ethiopia,2020,21.01229157905193,Tier_4_Low,0,False,False,False
ETH,Ethiopia,2021,21.57680390056952,Tier_4_Low,0,False,False,False
ETH,Ethiopia,2022,22.762706202567827,Tier_4_Low,0,False,False,False
EUU,European Union,2018,76.18590994958929,Tier_2_Good,2,True,True,False
EUU,European Union,2019,76.50275693525353,Tier_2_Good,2,True,True,False
EUU,European Union,2020,77.3229886208461,Tier_2_Good,2,True,True,False
EUU,European Union,2021,78.74516142237404,Tier_2_Good,2,True,True,False
EUU,European Union,2022,78.3907980577759,Tier_2_Good,2,True,True,False
FCS,Fragile and conflict affected situations,2018,31.499281386245762,Tier_4_Low,0,False,False,False
FCS,Fragile and conflict affected situations,2019,32.63431986524873,Tier_4_Low,0,False,False,False
FCS,Fragile and conflict affected situations,2020,32.574832052643536,Tier_4_Low,0,False,False,False
FCS,Fragile and conflict affected situations,2021,33.77971613098992,Tier_4_Low,0,False,False,False
