country_iso3,country_name,year,Internet_Users_Pct,GDP_Per_Capita,GNI_Per_Capita,Female_Labor_Participation_Pct,Urban_Population_Pct,GDP_Per_Capita_Log,GNI_Per_Capita_Log,DII,HCI,ESI,GEI,SRI,PSI,SSI,EMRI_Score,Layer1_Internet_Met,Layer1_Urban_Met,Layer1_FLFP_Met,Layer1_Pass,Layer2_GDP_Met,Layer2_GNI_Met,Layer2_Pass,Population_Millions,Layer3_Pop_Met,Layer3_Urban_Met,Layer3_Pass,Layers_Passed,Market_Readiness_Tier,High_Readiness
ALB,Albania,2021,79.32371752,7242.455131466131,6940.0,52.523,57.5077187031778,8.887853599645704,8.845201135339584,70.34666170961685,55.47453885085971,51.43756619014619,61.60826679342068,61.95021668464863,52.97505045700459,51.43756619014619,59.194318138620105,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
ALB,Albania,2022,82.61367544,7756.961887442529,7720.0,56.407,57.8643477747383,8.956474935309647,8.951699168308815,72.83829306914629,58.45846855441752,52.786890752390434,63.44354535851525,63.55113615990669,54.674498227338916,52.786890752390434,61.264907640843774,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
AND,Andorra,2018,93.5,42819.7577456133,43235.14910307098,55.21291785449381,88.5080998493791,10.66477825805467,10.674432209116302,91.32678258142435,70.1320740043804,78.9695688421437,84.97297260599818,89.33609169337217,82.16509822675316,78.9695688421437,82.24791890938046,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
AND,Andorra,2019,90.71869659,41257.816459345,46450.0,57.27823314198321,88.5391793666245,10.62762010127308,10.746153272535546,89.33600451636008,71.18258326073742,79.27128349022303,83.61998895641784,88.21394076736061,83.30959073910834,79.27128349022303,81.90269070008193,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
AND,Andorra,2020,93.20570374,37361.1070081615,42450.0,57.29921435651252,88.5907780427517,10.528412288187234,10.65610574858806,91.1437354637591,70.473716625775,77.83052763948989,84.07685709496096,89.27255785270069,81.87265280203962,77.83052763948989,81.86051587593737,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
AND,Andorra,2021,93.89749908,42425.7066454357,44720.0,55.71290847198615,88.6627318165299,10.655533316645968,10.70819846893854,91.66660716120859,70.38457558327849,79.17167403936412,85.11843167759673,89.60707959940856,82.70392503291598,79.17167403936412,82.52942904779101,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
AND,Andorra,2022,94.05169678,42414.0479861228,47600.00000000001,57.545470309509454,88.7548766267286,10.655258483589133,10.7706090484022,91.80961303627454,71.55473905833682,79.6676331009761,85.20159966514606,89.73456362320266,83.69984502465358,79.6676331009761,83.04386017728025,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
ARB,Arab World,2018,43.77865944294047,6699.18058175457,6328.94973978727,18.8985863264177,58.7847025324078,8.809889757516528,8.75304757510469,45.210398022174076,33.39968305838041,50.13467442144065,46.83287556872136,48.22088832960108,51.504505338910164,50.13467442144065,45.17203164630303,False,True,False,False,True,True,True,,False,True,False,1,,0
ARB,Arab World,2019,51.21467186915503,6674.34224402621,6590.57416900269,18.3085417594598,58.8962879377102,8.80617575446735,8.793547471353893,50.60056969012351,32.99523196045641,50.43077403328634,49.8950365011754,51.35640853942598,52.15078449036985,50.43077403328634,47.19710527604087,False,True,False,False,True,True,True,,False,True,False,1,,0
ARB,Arab World,2020,56.73881888936857,5739.41283580539,6062.32931818815,17.617049774580998,59.0899689866908,8.655286409341484,8.710014320642873,54.643397223367764,31.454375287139833,48.66572521779596,51.33279156114573,53.76279298728542,50.817799995098866,48.66572521779596,47.7094941220719,False,True,False,False,True,True,True,,False,True,False,1,,0
ARB,Arab World,2021,62.87477024305969,6697.414984921959,6472.7415672444,17.851569544982198,59.112484714184,8.809626207977466,8.775509515129707,59.067003906475975,32.728059284230625,50.31197441175122,54.76025454582697,56.301751321033805,51.86294288774197,50.31197441175122,50.1828513118632,False,True,False,False,True,True,True,,False,True,False,1,,0
ARB,Arab World,2022,68.7460294676323,7950.35581975672,7279.320431071401,17.819368971531198,59.3339325148117,8.981097736473137,8.89293015547915,63.36928687570843,33.95586884733241,52.49725339446721,58.22475937303959,58.87018717706997,53.73668872012502,52.49725339446721,52.84097236403385,True,True,False,False,True,True,True,,False,True,False,1,,0
ARE,United Arab Emirates,2018,98.4500017817194,47135.3591943971,44570.0,51.312,84.8601805824625,10.760799939616831,10.704838702305462,93.62079343216578,68.33601389439389,79.91126553223972,86.72231840778278,88.83511058985839,82.65031138621998,79.91126553223972,82.87099155836626,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
ARE,United Arab Emirates,2019,99.1499979561243,45938.6073581994,46690.0,54.381,85.0298263388195,10.735082929367197,10.751306705598122,94.18353199604262,70.11180935606558,80.09478946015369,86.89971353225285,89.2409349473466,83.39182690895657,80.09478946015369,83.5451897741178,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
ARE,United Arab Emirates,2020,100.0,37991.7492971665,41310.0,58.18,85.1955255681984,10.545150612533064,10.62888408731157,94.85285117980386,71.15895904430567,77.73519623086429,86.18141973406097,89.70570235960773,81.43826175958262,77.73519623086429,83.11134204685331,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
ARE,United Arab Emirates,2021,100.0,44118.5047192771,43230.0,50.452,85.3571908511355,10.694657247540084,10.674313109478335,94.90905819168864,67.30437593975589,79.1861538807116,87.08968282373598,89.81811638337729,82.16319768823101,79.1861538807116,82.89177789558565,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
ARE,United Arab Emirates,2022,100.0,50759.7589231191,46990.0,53.057,85.5147347682487,10.834878872920635,10.757711372994065,94.96383230682754,69.9915059466004,80.8724596549381,87.94291070947604,89.92766461365508,83.49402971423198,80.8724596549381,84.0938346834978,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
ARG,Argentina,2018,77.7,11752.7998922979,12390.0,49.146,91.7679941327998,9.371931862380567,9.424725681616493,81.0895911129656,56.838856288108744,59.58581563792039,71.70098987690045,85.10538863065014,62.22284283931884,59.58581563792039,68.4395450800302,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
ARG,Argentina,2019,79.9469520347551,9955.97478680428,11210.0,50.0,91.8567844513802,9.206028568176812,9.324650718153594,82.73749539977914,56.17723536092176,57.57947369183845,71.67929645586337,86.09114849888263,60.625891526871115,57.57947369183845,68.15432299325047,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
ARG,Argentina,2020,85.51438646,8535.599380043888,9040.0,46.486,91.9439026594897,9.052118008422225,9.109525066737367,86.7744257456893,52.809017361235746,54.74248178236607,73.0925563240315,88.44123561321857,57.19301301777554,54.74248178236607,67.81371084976357,True,True,False,False,True,True,True,,False,True,False,1,,0
ARG,Argentina,2021,87.15070683,10738.0179223384,10070.0,50.26,92.0292776175651,9.281638922758807,9.217415285648144,87.98169742552705,56.89402410891132,57.27435080060857,75.12208253990114,89.17350908290005,58.91467666598372,57.27435080060857,70.01384370719467,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
ARG,Argentina,2022,88.37535691,13962.1894087223,11890.0,51.868,92.112838186126,9.544179817895117,9.38353709043758,88.8920770033589,59.833992305539724,60.51123999789347,77.17421879561867,89.73522875391646,61.56557380353823,60.51123999789347,72.16512984672838,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
ARM,Armenia,2018,68.2450522610271,4196.005623017689,4220.000000000002,53.631,64.8502833795679,8.342126603103408,8.347827345782498,64.92665373966042,52.210061036171346,43.49594283875824,55.57569415676384,62.499966054870384,45.03818294763253,43.49594283875824,53.85904566776561,True,True,True,True,False,False,False,,False,True,False,1,Tier_3_Moderate,0
ARM,Armenia,2019,66.5439496866159,4597.22887399548,4650.0,50.799,65.0047033570428,8.43342648094282,8.444837529224097,63.75613186776219,51.06333723264723,44.93467811254136,55.44370790560744,61.90779355486537,46.586227877224616,44.93467811254136,53.779142875375086,False,True,True,False,False,True,False,,False,True,False,0,Tier_4_Low,0
ARM,Armenia,2020,76.50770055,4268.680933045829,4230.0,54.317,65.174217253699,8.359294380490685,8.350193650720067,70.98554774682086,52.7738390592242,43.63981381888709,59.148637989523394,66.12308231481502,45.07594337886269,43.63981381888709,56.24587457159194,True,True,True,True,False,False,False,,False,True,False,1,Tier_3_Moderate,0
ARM,Armenia,2021,78.61225758,4685.17997128509,4580.0,55.118,65.3572875314441,8.452373024494369,8.429672593886743,72.56375531895151,53.96384714348722,44.95162165003717,60.59866325315643,67.11584235323406,46.34423265132427,44.95162165003717,57.577487496716095,True,True,True,True,False,True,False,,False,True,False,1,Tier_3_Moderate,0
ARM,Armenia,2022,77.02767465,6571.974455450989,5690.0,50.24,65.5624462874485,8.790721741971373,8.646641258603124,71.49472820591532,53.30708717472005,49.14612873425325,61.96527409090796,66.60686773786009,49.80652113876705,49.14612873425325,58.65949796673968,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
ASM,American Samoa,2018,65.40107156213043,12552.0546868861,10587.247428182374,48.5962013655016,83.4779973316097,9.437719316288135,9.267499931810477,69.35635840527229,56.966156198414296,58.810315169056565,65.10496249901033,74.28321792035159,59.71390495100897,58.810315169056565,63.34510817030217,False,True,True,False,True,True,True,,False,True,False,1,,0
ASM,American Samoa,2019,72.88487907914129,12886.1359517218,11850.236610589158,51.57251502799545,83.0542171797274,9.463984879757211,9.380187496442618,74.59479279589179,59.06112798525061,59.90065153666008,68.2373034822811,77.06612635055123,61.51212248723169,59.90065153666008,66.11764191219449,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
ASM,American Samoa,2020,84.36474327262002,14489.2586563775,15270.215736627357,40.19709941068374,82.6240780620716,9.581231885837084,9.63372501106362,82.70680530565892,52.63867503603461,62.77719244693438,73.54139408921414,81.48792105628124,65.55796025442552,62.77719244693438,68.95746198534734,True,True,False,False,True,True,True,,False,True,False,1,,0
ASM,American Samoa,2021,84.98994838427186,15236.1604875571,13933.10053960294,42.34415400436626,82.2127091544092,9.631492492166862,9.542094390979775,83.01371558207398,54.37792351443858,62.41201688291456,73.99588983194897,81.4589801097833,64.09575998035257,62.41201688291456,69.18708081134334,True,True,False,False,True,True,True,,False,True,False,1,,0
ASM,American Samoa,2022,84.6329749348622,18017.4589383973,16346.806173257606,42.5973017559346,81.794797704649,9.799152007993523,9.701848988316941,82.61151979347053,55.76049734803401,64.90731547278824,74.72874784578704,81.02158615509524,66.64505208158549,64.90731547278824,70.27134689441827,True,True,False,False,True,True,True,,False,True,False,1,,0
ATG,Antigua and Barbuda,2018,70.81790161,18273.4270684912,17460.0,53.85449636877182,24.778143209376402,9.813257933565183,9.767725101522128,52.84613210036325,63.06365325356954,65.53562500061057,55.91418273458266,35.69382523265273,67.69627350402426,65.53562500061057,58.13859807308334,True,False,True,False,True,True,True,,False,False,False,1,,0
ATG,Antigua and Barbuda,2019,71.09259796,18896.3721832248,18250.0,53.28965560550354,24.708337524045,9.846778153456452,9.811975152030021,53.019549463404566,62.94640871536603,66.13273166212706,56.20620332778252,35.75824985924106,68.4023959325441,66.13273166212706,58.414036936412884,True,False,True,False,True,True,True,,False,False,False,1,,0
ATG,Antigua and Barbuda,2020,71.36840057,15369.6082250401,15460.0,51.833260927557575,24.640615627504303,9.640212407970898,9.646076003102594,53.194487435584755,60.51094162829581,63.305148545012415,55.10079662538278,35.82457837921489,65.75505183721671,63.305148545012415,56.895140004989905,True,False,True,False,True,True,True,,False,False,False,1,,0
ATG,Antigua and Barbuda,2021,71.64530182,17348.6006987182,16660.0,54.52816947162181,24.574983819566,9.761324770627066,9.72082593792907,53.37094272340811,63.11645414393662,64.78332541247835,55.90486616421316,35.89281203956007,66.94787771889463,64.78332541247835,58.03641345502573,True,False,True,False,True,True,True,,False,False,False,1,,0
ATG,Antigua and Barbuda,2022,71.9233017,20105.1989085164,18820.0,59.73023630700416,24.511448400041402,9.908783449909388,9.842728546690564,53.548917509966344,67.5174397856766,66.82953840102113,56.86332582463755,35.96295521674077,68.8931447898603,66.82953840102113,59.77004451800605,True,False,True,False,True,True,True,,False,False,False,1,,0
AUS,Australia,2018,90.0082016,57410.1737346009,53280.0,60.628,87.2267680845925,10.957994227728879,10.883335073806908,88.36839916046696,75.73050337964156,82.77112974793202,84.94785792759978,87.00917645872497,85.49867630060804,82.77112974793202,83.67655397172135,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
AUS,Australia,2019,93.60990143,55194.75850974281,55090.0,61.031,87.3019647888406,10.918641390721335,10.916741642416737,90.98653061661628,75.70176482844514,82.7511631808189,86.21721489320429,88.5426001911841,86.03176331597946,82.7511631808189,84.65393425508461,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
AUS,Australia,2020,94.6934967,51983.45236663821,53770.0,60.136,87.2713470458985,10.858699959906996,10.892489567361865,91.75570218598423,74.69288832637406,82.12125507613227,86.30660269590724,88.96691961605467,85.64475959648456,82.12125507613227,84.4996451716486,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
AUS,Australia,2021,96.97219849,60758.904439714395,57220.0,61.516,87.2353407632761,11.014685383958545,10.954676242858241,93.3830667119244,76.71123869247124,83.75308738897718,88.14386008197602,89.87895864226944,86.63710662929176,83.75308738897718,86.09227879907337,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
AUS,Australia,2022,96.11940002,65169.5191118657,60790.0,62.524,87.3343268253813,11.084762484798242,11.015197030681492,92.80375957678784,77.86618675725339,84.74616860179214,88.2242646043997,89.59709027983703,87.60287017494163,84.74616860179214,86.50314190201352,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
AUT,Austria,2018,87.4791372262556,51194.0749841299,48710.0,55.426,68.1046787227623,10.843398614684666,10.793660156255225,79.90006451473819,71.56882149886782,81.22131528002645,78.80818561290906,72.6725902095672,84.0676842490257,81.22131528002645,78.14895525561492,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
AUT,Austria,2019,87.7522047870069,49885.994735520406,50900.0,55.514,68.3176044750522,10.817515621227933,10.837637848711049,80.1706084218336,71.43666679566914,81.38376112900812,78.81907868758269,72.93294245155099,84.76946051009612,81.38376112900812,78.32807391176723,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
AUT,Austria,2020,87.52942813,48716.4098900349,49000.0,55.224,68.5410177924001,10.793791737793944,10.799595985047786,80.08796098026187,71.07845085443228,80.9075108579026,78.64107099492301,72.99668001776595,84.16240553847449,80.9075108579026,78.04457378554392,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
AUT,Austria,2021,92.52915104,53648.6437976214,53440.0,55.35,68.773601700253,10.890230108663484,10.8863335206103,83.7669087470196,71.8611682678729,82.30169400789183,81.3127272308672,75.21445539876744,85.54652416776972,82.30169400789183,80.09675502204288,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
AUT,Austria,2022,93.61409139,52336.7725223758,56310.0,55.688,68.998085127906,10.865473617333203,10.938645176925998,84.6257406663726,71.89712300641028,82.53883623135147,81.66672881980145,75.81671267241029,86.38129008043116,82.53883623135147,80.55704198297738,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
AZE,Azerbaijan,2018,79.7999954887896,4739.7943123408,4079.999999999998,62.63,57.1841534654123,8.463959977092966,8.314097335405805,70.57692272911459,58.85311883613924,44.11383194347153,59.26018959883483,61.92108639097637,44.49993459383818,44.11383194347153,57.01143349373932,True,True,True,True,False,False,False,,False,True,False,1,Tier_3_Moderate,0
AZE,Azerbaijan,2019,81.0999990651547,4805.75371765917,4510.000000000002,62.441,58.1308191977779,8.477777232476846,8.414274137408396,71.841611228483,58.83282560949145,45.01371728703097,60.09469237862118,63.11395440681551,46.09851099995559,45.01371728703097,57.91111302931601,True,True,True,True,False,True,False,,False,True,False,1,Tier_3_Moderate,0
AZE,Azerbaijan,2020,84.59999573,4229.91064904503,4480.0,64.382,58.2934691761937,8.350172532332346,8.407601514786142,74.4169566559179,59.14531881356859,44.031446252235355,60.82847864899653,64.6663651740588,45.992032285546394,44.031446252235355,58.58985210061221,True,True,True,True,False,False,False,,False,True,False,1,Tier_3_Moderate,0
AZE,Azerbaijan,2021,85.99998954,5408.04535175023,4910.0,61.174,58.3659969744818,8.595827896334379,8.499232866039245,75.44968770365509,58.88188550025886,46.5510569934612,62.85181602758773,65.29252022678028,47.454244227289934,46.5510569934612,59.83642132249665,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
AZE,Azerbaijan,2022,88.0,7770.5942233509995,5670.0,62.165,58.4382815854684,8.958230599066273,8.643120748014027,76.91414020545149,62.15424933505702,50.33759503266414,65.801830668631,66.16525246725396,49.75034241222844,50.33759503266414,62.41552623135165,True,True,True,True,True,True,True,,False,True,False,2,Tier_2_Good,1
BDI,Burundi,2018,4.019499779,245.66167833200961,250.0,81.073,17.682022198247502,5.508017674347279,5.5254529391317835,2.307069060802902,49.128974916314114,0.3429956403770651,1.724157826065063,3.2898672200279426,0.0,0.3429956403770651,10.989713663167116,False,False,True,False,False,False,False,,False,False,False,0,Tier_4_Low,0
BDI,Burundi,2019,6.072199820999998,234.3106159072504,250.0,80.888,18.786178154187,5.460906411193501,5.5254529391317835,4.16819606443213,48.6676474350774,0.0,2.549823188081649,4.901779305767694,0.0,0.0,11.520738752508448,False,False,True,False,False,False,False,,False,False,False,0,Tier_4_Low,0
BDI,Burundi,2020,6.430099964,255.83245393889956,250.0,78.558,19.9309984273971,5.548423942097489,5.5254529391317835,4.823786935235746,47.81448113622646,0.6371752644086243,3.472093957571209,5.845010708778673,0.0,0.6371752644086243,11.859847243791371,False,False,True,False,False,False,False,,False,False,False,0,Tier_4_Low,0
BDI,Burundi,2021,6.777999878000003,264.9803792696548,260.0,80.488,21.110886186535396,5.583422543916983,5.564520407322694,5.484373169889019,49.303778943039006,1.2036946908293051,4.092487259083143,6.808513884966474,0.6234211079638595,1.2036946908293051,12.685214978988732,False,False,True,False,False,False,False,,False,False,False,0,Tier_4_Low,0
